"","Name","CRS","EPSG","resolution","year_of_data","short_description","units_of_data","data_source","orig_source","date_of_download","modified"
"1","imperviousness_berlin_copernicus_raster_10m","+proj=laea +lat_0=52 +lon_0=10 +x_0=4321000 +y_0=3210000 +ellps=GRS80 +units=m +no_defs","3035",10,"2018",NA,"percentage of imperviousness per cell","C:/Users/wenzler/PopDynIZW Dropbox/GeoData/data-raw/europe/imperviousness_europe_raster_10m_2018_3035/edde25e6b28631e4b20e39dc5fa7dba7aea32c67/IMD_2018_010m_de_03035_v020/IMD_2018_010m_de_03035_v020/DATA/IMD_2018_010m_E45N32_03035_v020.tif","https://land.copernicus.eu/pan-european/high-resolution-layers/imperviousness/status-maps/imperviousness-density-2018/fetch-land-file?hash=edde25e6b28631e4b20e39dc5fa7dba7aea32c67",NA,"NAs (zero values) inside Berlin borders where set to 0"
